filename,LanguageIC,Entropy,LongestWord,SignatureNasty,SignatureSuperNasty
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/convention.php,0.10070787307115102,5.551013545854879,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/helper.php,0.07922861108494991,5.967815304945521,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/start.php,0.24221962023637653,3.8203933571667705,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/lang/zh-cn.php,0.06822002393453315,5.919092999274708,72,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/App.php,0.11668316006645109,5.97787134115529,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Build.php,0.1286042782554751,5.899790472949466,74,6,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Cache.php,0.08816001206632955,5.615844718337029,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Collection.php,0.09756963520674798,5.5492813430367836,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Config.php,0.0894052098674412,5.781143647452227,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Console.php,0.09735862270159151,5.560338259581155,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Controller.php,0.08668497543395622,5.735944898124313,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Cookie.php,0.09081857437787974,5.719473298543548,72,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Db.php,0.06122784153314835,5.8054999497564275,74,0,0
